chain_oid,user_id,start_date,creationdate,years_since_registration,question_count,answer_count,comment_count,edits_count
14031086,104146,2019-09-23 17:13:07,2017-08-21 17:38:53,2.088992072552,2,166,562,1676
14031103,18189,2019-09-23 11:22:33,2013-05-15 20:12:36,6.35378605403349,14,152,212,331
14031103,22726,2019-09-23 11:22:33,2013-10-08 11:47:33,5.94858257229833,35,6,58,137
14031117,23470,2019-09-24 07:22:25,2013-10-30 18:32:21,5.89256100963978,9,179,295,328
14031118,83028,2019-09-23 17:44:49,2016-09-22 02:16:16,3.00656116818874,13,2,23,42
14031118,107424,2019-09-23 17:44:49,2017-10-17 18:34:36,1.92113815956367,13,100,225,458
14031128,107424,2019-09-23 20:03:58,2017-10-17 18:34:36,1.92140290461695,13,101,228,464
14031129,56638,2019-09-23 21:32:11,2015-08-12 23:43:05,4.11481944444444,2,210,399,362
14031134,2856,2019-09-24 03:57:15,2011-05-03 01:25:23,8.39206976154236,3,755,1401,2097
14031134,114009,2019-09-24 03:57:15,2018-02-06 22:37:24,1.62321128234399,12,1,22,46
14031138,79,2019-09-24 06:27:52,2010-07-22 19:56:07,9.17448963089802,31,1859,4279,5022
14031142,865,2019-09-24 08:32:33,2010-09-21 22:04:41,9.01283840690005,8,790,2296,1198
14031145,125312,2019-09-24 09:40:32,2018-07-19 15:25:27,1.17811088914257,12,1,28,42
14031147,81628,2019-09-24 09:55:21,2016-08-29 17:13:06,3.07245481354642,10,9,39,51
14031147,25814,2019-09-24 09:55:21,2014-01-15 10:55:21,5.68550228310502,95,1427,4280,4834
14031168,71745,2019-09-24 17:53:55,2016-04-21 17:30:31,3.42127739726027,3,17,13,40
14031171,45607,2019-09-24 19:19:25,2015-01-27 18:37:49,4.65487366818874,2,12,20,19
14031186,150835,2019-09-25 11:28:23,2019-09-23 15:23:58,0.00503123414510401,2,1,0,7
14031186,25814,2019-09-25 11:28:23,2014-01-15 10:55:21,5.68841901319127,95,1427,4283,4834
14031192,865,2019-09-25 11:52:19,2010-09-21 22:04:41,9.01595820649417,8,791,2299,1200
14031192,114091,2019-09-25 11:52:19,2018-02-08 00:04:02,1.62395031075596,15,2,19,51
14031195,25814,2019-09-25 12:23:26,2014-01-15 10:55:21,5.6885237506342,95,1427,4285,4834
14031200,147990,2019-09-25 14:06:47,2019-08-19 08:27:50,0.0992750190258752,11,1,24,37
14031201,865,2019-09-26 10:06:41,2010-09-21 22:04:41,9.01849695585997,8,792,2304,1201
14031201,114091,2019-09-26 10:06:41,2018-02-08 00:04:02,1.62648906012177,15,2,22,53
14031206,105900,2019-09-25 15:40:10,2017-09-20 11:39:43,2.01552597031963,3,213,286,278
14031232,139549,2019-09-25 22:01:03,2019-03-28 21:28:54,0.487732401065449,1,11,13,23
14031232,37512,2019-09-25 22:01:03,2014-09-27 05:10:46,4.9854837962963,10,5,10,36
14031242,2856,2019-09-26 05:19:34,2011-05-03 01:25:23,8.39770582825977,3,756,1404,2101
14031242,9628,2019-09-26 05:19:34,2012-08-19 19:48:03,7.10451201801116,24,4,40,85
14031247,12831,2019-09-26 14:08:10,2012-11-15 20:28:28,6.85544082952816,4,1,8,13
14031247,5018,2019-09-26 14:08:10,2011-12-03 05:17:34,7.80854375951294,43,55,158,363
14031250,18865,2019-09-26 09:37:15,2013-06-06 09:03:27,6.30554375951294,8,2,5,29
14031256,25814,2019-09-26 11:14:51,2014-01-15 10:55:21,5.69113299086758,95,1428,4288,4835
14031267,27874,2019-09-26 18:55:36,2014-03-10 11:48:03,5.54122441019787,2,396,1740,11365
14031323,21733,2019-09-27 08:20:21,2013-09-05 09:18:11,6.06427352866565,32,103,384,303
14031336,25814,2019-09-27 14:07:25,2014-01-15 10:55:21,5.69420104008118,95,1431,4293,4838
14031343,64785,2019-09-27 14:18:21,2016-01-06 23:17:13,3.71609804667681,49,676,2536,3478
14031355,46073,2019-09-27 21:45:58,2015-02-05 14:08:27,4.63922662988331,2,67,263,92
14031355,128795,2019-09-27 21:45:58,2018-09-23 14:02:55,1.01252482876712,18,1,57,67
14031356,12552,2019-09-27 20:23:09,2012-11-06 22:25:43,6.88332845002537,3,20,138,74
14031356,115558,2019-09-27 20:23:09,2018-03-01 19:29:39,1.56517028158295,19,12,35,72
14031363,104146,2019-09-29 13:58:10,2017-08-21 17:38:53,2.10505951927955,2,167,574,1694
14031379,276,2019-09-29 14:40:06,2010-07-29 22:55:46,9.17234462201928,2,1252,4680,4053
14031379,144342,2019-09-29 14:40:06,2019-06-09 14:22:52,0.30140265093861,5,1,8,17
14031404,9518,2019-09-30 11:12:58,2012-08-13 20:56:51,7.13245075469305,59,60,263,307
14031406,140271,2019-09-30 10:50:35,2019-04-10 13:07:43,0.465492516489092,13,3,22,56
14031406,9518,2019-09-30 10:50:35,2012-08-13 20:56:51,7.13240816844242,59,60,262,307
14031411,10588,2019-09-30 12:17:38,2012-09-28 22:32:17,7.00910454718417,1,27,66,36
14031411,69910,2019-09-30 12:17:38,2016-03-24 11:11:19,3.51177000887874,5,1,2,18
14031417,17312,2019-09-30 15:36:46,2013-04-18 17:29:38,6.44773046676814,1,29,8,38
14031417,98398,2019-09-30 15:36:46,2017-06-02 18:12:07,2.32436196727549,5,140,584,360
14031417,140271,2019-09-30 15:36:46,2019-04-10 13:07:43,0.466037005327245,13,3,27,56
14031419,93097,2019-12-02 08:13:07,2017-03-09 14:04:09,2.72398966260781,8,77,186,395
14031419,63747,2019-12-02 08:13:07,2015-12-10 15:39:47,3.96832825976662,146,168,323,1202
14031425,2086,2019-09-30 16:27:09,2011-02-28 15:44:01,8.58638343480467,163,109,525,761
14031432,144342,2019-10-07 20:55:34,2019-06-09 14:22:52,0.324034817351598,5,1,13,20
14031432,81764,2019-10-07 20:55:34,2016-08-31 14:38:07,3.1041427891933,18,634,2021,1267
14031436,81764,2019-09-30 21:20:39,2016-08-31 14:38:07,3.08501243023846,18,631,2009,1259
14031460,25814,2019-10-01 16:52:19,2014-01-15 10:55:21,5.70821340690005,95,1434,4301,4843
14031461,27874,2019-10-01 12:23:46,2014-03-10 11:48:03,5.55691726915271,2,396,1749,11382
14031469,81764,2019-10-01 14:34:04,2016-08-31 14:38:07,3.08697859589041,18,631,2009,1259
14031469,97475,2019-10-01 14:34:04,2017-05-18 11:44:10,2.36881640030441,51,29,170,208
14031470,6845,2019-10-01 14:54:41,2012-04-10 13:09:16,7.47348823566717,5,55,132,122
14031487,88757,2019-10-01 21:00:59,2016-12-27 20:57:18,2.75480152841197,4,11,12,31
14031487,34531,2019-10-01 21:00:59,2014-07-14 22:07:58,5.21699584601725,30,632,3018,1176
14031494,12840,2019-10-09 14:35:13,2012-11-15 22:47:58,6.89084332191781,105,35,225,405
14031495,14291,2019-10-06 17:51:40,2013-01-16 09:54:26,6.72008606037544,14,4,30,56
14031497,25730,2019-10-02 11:37:49,2014-01-13 10:09:10,5.7159220890411,19,7,26,75
14031501,130954,2019-10-02 10:06:00,2018-10-31 15:35:51,0.90896147260274,4,1,11,19
14031504,865,2019-10-02 13:49:34,2010-09-21 22:04:41,9.03535936707255,8,795,2314,1208
14031509,46073,2019-10-02 11:31:46,2015-02-05 14:08:27,4.64627723871131,2,67,269,93
14031509,63401,2019-10-02 11:31:46,2015-12-04 10:18:33,3.82137217782851,31,4,100,133
14031511,55301,2019-10-02 18:19:54,2015-07-16 13:12:29,4.21428351725013,14,2,33,46
14031511,9880,2019-10-02 18:19:54,2012-08-30 22:22:33,7.09474381659056,88,401,1647,1169
14031512,79,2019-10-02 12:16:15,2010-07-22 19:56:07,9.19980999492643,31,1862,4292,5038
14031512,108216,2019-10-02 12:16:15,2017-10-30 14:34:03,1.91275152207002,43,3,75,150
14031521,113925,2019-10-02 13:59:54,2018-02-05 22:36:53,1.64353694190766,1,25,7,36
14031538,276,2019-10-02 19:34:28,2010-07-29 22:55:46,9.18112385844749,2,1253,4689,4054
14031538,134678,2019-10-02 19:34:28,2019-01-07 17:32:49,0.728998573059361,3,3,7,15
14031547,142299,2019-10-07 18:48:15,2019-04-30 20:08:46,0.429983796296296,1,3,1,8
14031549,147040,2019-10-03 06:40:45,2019-07-31 01:30:17,0.173193429731101,1,3,1,10
14031549,48913,2019-10-03 06:40:45,2015-03-13 16:18:25,4.55232559614409,4,2,1,18
14031554,25070,2019-10-03 10:25:46,2013-12-18 19:24:09,5.78596197995941,25,1360,1464,2605
14031555,2856,2019-10-03 10:29:52,2011-05-03 01:25:23,8.4174742833587,3,760,1417,2113
14031555,93485,2019-10-03 10:29:52,2017-03-15 16:58:07,2.54583666286149,29,9,64,144
14031582,48232,2019-10-03 16:55:15,2015-02-27 23:04:16,4.5883390093861,4,17,31,50
14031591,104146,2019-10-04 18:08:39,2017-08-21 17:38:53,2.12197444190766,2,172,584,1770
14031608,104146,2019-10-04 07:31:05,2017-08-21 17:38:53,2.12076141552511,2,172,582,1763
14031608,91691,2019-10-04 07:31:05,2017-02-15 17:58:39,2.62209367072552,7,2,10,29
14031616,934,2019-10-04 11:30:05,2010-10-01 18:58:03,9.0135312658549,10,1159,2067,2800
14031625,53656,2019-10-04 14:54:39,2015-06-12 13:26:26,4.30975688102486,11,17,31,61
14031642,139549,2019-10-04 20:53:42,2019-03-28 21:28:54,0.512261796042618,1,24,20,44
14031642,8520,2019-10-04 20:53:42,2012-06-28 21:41:11,7.26771787798072,1,583,1291,1085
14031645,98398,2019-10-04 20:31:42,2017-06-02 18:12:07,2.33588200786403,5,141,587,361
14031659,104146,2019-10-05 17:21:14,2017-08-21 17:38:53,2.12462395357686,2,173,586,1777
14031667,117225,2019-10-10 11:55:33,2018-03-24 13:13:46,1.54026214485033,14,34,50,95
14031668,84455,2019-10-05 22:06:32,2016-10-14 22:00:39,2.9657646182141,23,558,1087,1088
14031671,79,2019-10-06 09:23:38,2010-07-22 19:56:07,9.21044048072045,31,1864,4297,5042
14031672,93485,2019-10-07 07:32:29,2017-03-15 16:58:07,2.556458079655,30,9,66,148
14031681,45066,2019-10-06 15:47:10,2015-01-15 18:03:38,4.72028830542872,16,489,612,1129
14031682,143442,2019-10-06 16:05:58,2019-05-22 07:08:40,0.370885273972603,5,2,8,21
14031684,121073,2019-10-06 17:55:56,2018-05-21 06:46:06,1.3745620877727,10,11,17,49
14031695,108216,2019-10-07 08:15:10,2017-10-30 14:34:03,1.92599147006596,44,3,81,156
14031701,79,2019-10-07 10:54:19,2010-07-22 19:56:07,9.21335273972603,31,1864,4299,5043
14031722,104146,2019-10-07 19:36:44,2017-08-21 17:38:53,2.13036120624049,2,174,590,1786
14031732,104146,2019-10-08 14:27:46,2017-08-21 17:38:53,2.13251309614409,2,174,595,1796
14031735,56638,2019-10-07 20:45:47,2015-08-12 23:43:05,4.15582705479452,2,210,402,364
14031741,56638,2019-10-07 21:33:40,2015-08-12 23:43:05,4.15591815702689,2,211,406,366
14031754,109646,2019-10-08 09:24:32,2017-11-22 09:09:46,1.86646645104008,14,172,905,424
14031758,27874,2019-10-10 07:16:58,2014-03-10 11:48:03,5.58099108954845,2,398,1770,11409
14031760,104146,2019-10-08 10:29:37,2017-08-21 17:38:53,2.13205999492643,2,174,592,1794
14031760,121073,2019-10-08 10:29:37,2018-05-21 06:46:06,1.37919238330797,11,11,21,54
14031763,36814,2019-10-09 02:28:22,2014-09-10 12:13:44,5.08176300101471,18,44,54,120
14031767,109646,2019-10-08 12:50:56,2017-11-22 09:09:46,1.86685914510401,14,172,907,424
14031785,120129,2019-10-08 16:43:06,2018-05-05 16:19:12,1.41990848554033,2,86,293,292
14031785,57631,2019-10-08 16:43:06,2015-09-02 17:34:17,4.10127248224252,12,23,38,70
14031812,147040,2019-10-09 05:33:16,2019-07-31 01:30:17,0.189503392947742,1,3,3,10
14031813,36814,2019-10-09 08:19:12,2014-09-10 12:13:44,5.08243049213597,18,44,56,120
14031813,63401,2019-10-09 08:19:12,2015-12-04 10:18:33,3.83744415905632,32,4,104,139
14031818,27874,2019-10-09 09:25:05,2014-03-10 11:48:03,5.57849511669203,2,397,1767,11407
14031822,25814,2019-10-09 10:08:00,2014-01-15 10:55:21,5.72936196727549,95,1434,4312,4844
14031825,121073,2019-10-09 11:24:07,2018-05-21 06:46:06,1.38203580035515,13,11,26,64
14031828,103469,2019-10-09 13:21:00,2017-08-09 23:12:52,2.167367072552,2,27,33,119
14031829,30694,2019-10-10 10:34:03,2014-05-19 22:45:49,5.39107350329782,15,7,26,81
14031829,25814,2019-10-10 10:34:03,2014-01-15 10:55:21,5.73215125570776,95,1435,4317,4846
14031846,934,2019-10-09 17:54:40,2010-10-01 18:58:03,9.02796159944191,10,1160,2074,2802
14031846,34531,2019-10-09 17:54:40,2014-07-14 22:07:58,5.23855917047184,30,634,3025,1182
14031848,36001,2019-10-10 10:20:39,2014-08-19 21:06:23,5.14466184677828,1,103,137,610
14031848,3307,2019-10-10 10:20:39,2011-06-11 10:07:55,8.33153107559614,33,12,92,117
14031854,104146,2019-10-10 08:28:24,2017-08-21 17:38:53,2.13730882166413,2,175,601,1813
14031854,126829,2019-10-10 08:28:24,2018-08-16 17:12:11,1.15037331938102,26,15,28,94
14031859,94812,2019-10-09 22:01:48,2017-04-04 23:36:47,2.50803846397768,7,4,4,27
14031859,81764,2019-10-09 22:01:48,2016-08-31 14:38:07,3.10974825596144,18,638,2029,1275
14031869,27874,2019-10-10 09:11:19,2014-03-10 11:48:03,5.58120865043125,2,398,1772,11409
14031882,117225,2019-10-12 12:44:03,2018-03-24 13:13:46,1.5458338723998,14,38,54,103
14031883,865,2019-10-10 12:06:00,2010-09-21 22:04:41,9.05708013064434,8,797,2324,1215
14031888,23470,2019-10-10 12:11:37,2013-10-30 18:32:21,5.93694685438864,9,182,300,331
14031892,78446,2019-10-10 14:26:17,2016-07-23 00:23:23,3.21735711567732,15,62,473,179
14031898,78446,2019-10-10 14:24:17,2016-07-23 00:23:23,3.21735331050228,15,62,472,179
14031909,79,2019-10-10 17:03:08,2010-07-22 19:56:07,9.22227362379503,31,1865,4304,5047
14031909,9704,2019-10-10 17:03:08,2012-08-22 19:39:28,7.1387436580416,50,42,72,205
14031918,17312,2019-10-10 18:51:21,2013-04-18 17:29:38,6.47549793886352,1,33,12,44
14031926,148942,2019-10-12 01:12:59,2019-09-05 17:42:53,0.0994864916286149,2,1,1,9
14031926,2856,2019-10-12 01:12:59,2011-05-03 01:25:23,8.44107229832572,3,769,1431,2136
14031930,100254,2019-10-11 16:36:40,2017-07-04 05:46:31,2.26836025494673,2,69,83,176
14031930,28443,2019-10-11 16:36:40,2014-03-24 21:04:49,5.54538023211568,3,528,520,597
14031946,62486,2019-10-11 11:02:23,2015-11-17 12:07:26,3.88960226407915,24,24,60,152
14031946,108216,2019-10-11 11:02:23,2017-10-30 14:34:03,1.93726851851852,46,4,88,167
14031956,109646,2019-10-11 14:55:54,2017-11-22 09:09:46,1.87531608320649,14,172,919,424
14031956,81764,2019-10-11 14:55:54,2016-08-31 14:38:07,3.11441739599188,18,638,2032,1275
14031974,133276,2019-10-12 11:42:08,2018-12-08 13:39:08,0.832654109589041,2,155,338,269
14031996,2856,2019-10-13 19:23:48,2011-05-03 01:25:23,8.44588739852867,3,769,1433,2138
14031996,112271,2019-10-13 19:23:48,2018-01-09 07:28:59,1.75272986428209,17,7,34,71
14032007,4972,2019-10-27 15:24:49,2011-11-30 10:52:43,7.90120262557078,2,365,629,1225
14032007,93097,2019-10-27 15:24:49,2017-03-09 14:04:09,2.62618087265348,8,70,171,354
14032008,36814,2019-10-14 09:31:00,2014-09-10 12:13:44,5.09626572805682,18,45,59,121
14032008,63401,2019-10-14 09:31:00,2015-12-04 10:18:33,3.85127939497717,32,4,107,144
14032021,865,2019-10-14 15:18:21,2010-09-21 22:04:41,9.06840499746322,8,798,2329,1216
14032026,36001,2019-10-14 15:54:50,2014-08-19 21:06:23,5.15625656392694,1,104,142,614
14032026,81764,2019-10-14 15:54:50,2016-08-31 14:38:07,3.12274869989853,18,640,2045,1281
14032026,21733,2019-10-14 15:54:50,2013-09-05 09:18:11,6.11171356544901,33,104,391,309
14032029,151746,2019-10-14 15:33:33,2019-10-11 21:08:18,0.00758228691019787,2,1,0,13
14032029,81764,2019-10-14 15:33:33,2016-08-31 14:38:07,3.12270820649417,18,640,2040,1281
14032030,151648,2019-10-15 04:59:14,2019-10-10 10:22:35,0.0130834284627093,1,1,2,6
14032030,138353,2019-10-15 04:59:14,2019-03-08 10:26:44,0.593897450532724,3,1,6,13
14032037,15054,2019-10-15 02:04:03,2013-02-11 05:35:30,6.67220043759513,11,715,5993,1110
14032047,48798,2019-10-15 08:35:37,2015-03-11 21:27:04,4.58757334474886,43,63,96,230
14032055,89799,2019-10-15 10:01:45,2017-01-17 14:03:16,2.73789665778793,2,3,3,12
14032055,934,2019-10-15 10:01:45,2010-10-01 18:58:03,9.04350019025875,10,1162,2080,2806
14032065,25814,2019-10-17 02:38:16,2014-01-15 10:55:21,5.74768439244039,95,1438,4329,4850
14032079,133276,2019-10-15 20:30:06,2018-12-08 13:39:08,0.841877790461695,2,156,342,273
14032092,133276,2019-10-16 02:30:51,2018-12-08 13:39:08,0.842564148909183,2,156,346,273
14032092,15054,2019-10-16 02:30:51,2013-02-11 05:35:30,6.67499115296804,11,715,5996,1110
14032100,115,2019-10-16 08:16:47,2010-07-22 22:00:13,9.23747444190766,148,2433,10778,108345
14032101,79,2019-10-16 09:12:40,2010-07-22 19:56:07,9.23781687595129,31,1871,4314,5064
14032101,25814,2019-10-16 09:12:40,2014-01-15 10:55:21,5.74569504693049,95,1438,4325,4850
14032102,109646,2019-10-16 08:26:13,2017-11-22 09:09:46,1.88827330669711,14,172,924,424
14032102,36921,2019-10-16 08:26:13,2014-09-12 10:51:08,5.09629962582445,29,150,252,310
14032106,128795,2019-10-16 10:33:15,2018-09-23 14:02:55,1.06329972095383,20,2,62,77
14032106,79,2019-10-16 10:33:15,2010-07-22 19:56:07,9.23797019279553,31,1871,4316,5065
14032107,865,2019-10-16 14:03:52,2010-09-21 22:04:41,9.07374273845764,8,800,2331,1218
14032110,126721,2019-10-16 21:24:38,2018-08-15 05:35:26,1.16961415525114,3,3,6,13
14032112,151865,2019-10-18 12:40:38,2019-10-14 22:36:01,0.00982613521055302,1,1,4,9
14032112,103469,2019-10-18 12:40:38,2017-08-09 23:12:52,2.189208079655,2,30,40,124
14032120,71118,2019-10-16 14:41:32,2016-04-12 19:37:08,3.50560197869102,1,25,21,38
14032120,79,2019-10-16 14:41:32,2010-07-22 19:56:07,9.23844257356672,31,1872,4320,5069
14032122,112271,2019-10-16 14:51:22,2018-01-09 07:28:59,1.76043071410452,19,7,38,81
14032122,79,2019-10-16 14:51:22,2010-07-22 19:56:07,9.23846128234399,31,1872,4322,5070
14032123,104146,2019-10-16 17:37:23,2017-08-21 17:38:53,2.15479166666667,2,177,605,1854
14032132,94928,2019-10-17 08:42:29,2017-04-06 09:30:04,2.52456700279046,30,9,88,123
14032134,94350,2019-10-16 22:20:00,2017-03-28 19:27:09,2.54690420471842,5,14,34,39
14032141,85210,2019-10-17 08:09:56,2016-10-26 20:40:43,2.96432499365804,3,2,4,14
14032141,24505,2019-10-17 08:09:56,2013-12-01 13:42:14,5.86854585235921,3,67,144,148
14032144,25417,2019-10-17 07:13:48,2014-01-03 02:09:55,5.78208501395231,23,117,464,559
14032157,109646,2019-10-17 11:39:41,2017-11-22 09:09:46,1.89138111998985,14,172,931,424
14032163,84455,2019-10-17 12:45:50,2016-10-14 22:00:39,3.00921838533739,23,562,1099,1092
14032163,35561,2019-10-17 12:45:50,2014-08-08 10:45:15,5.19269517376966,42,88,172,376
14032173,89709,2019-10-17 15:25:06,2017-01-16 04:42:48,2.74505764840183,4,9,15,25
14032179,81764,2019-10-17 15:44:41,2016-08-31 14:38:07,3.1309485667174,18,643,2060,1286
14032185,22780,2019-10-17 19:51:02,2013-10-09 20:32:56,6.02594767884323,2,137,216,158
14032185,114009,2019-10-17 19:51:02,2018-02-06 22:37:24,1.68803963723998,14,1,26,54
14032200,10212,2019-10-22 10:07:20,2012-09-14 10:46:38,7.10882933789954,3,64,79,120
14032200,35561,2019-10-22 10:07:20,2014-08-08 10:45:15,5.20609224378488,42,89,174,379
14032206,14408,2019-10-18 07:41:29,2013-01-19 23:50:43,6.74199156519533,3,11,23,22
14032207,81764,2019-10-18 08:32:33,2016-08-31 14:38:07,3.13286612125824,18,644,2064,1288
14032212,36814,2019-10-18 14:08:43,2014-09-10 12:13:44,5.10775301243024,19,47,65,130
14032212,63401,2019-10-18 14:08:43,2015-12-04 10:18:33,3.86276667935058,32,4,113,146
14032217,109646,2019-10-18 11:48:32,2017-11-22 09:09:46,1.89413768391679,14,172,942,424
14032217,86957,2019-10-18 11:48:32,2016-11-24 16:11:33,2.88854068366312,16,5,51,70
14032237,865,2019-10-18 17:24:49,2010-09-21 22:04:41,9.07960451547438,8,801,2334,1219
14032255,81764,2019-10-27 22:30:25,2016-08-31 14:38:07,3.15911777016743,18,652,2101,1307
14032257,142513,2019-10-22 11:10:13,2019-05-05 12:34:20,0.4573742072552,2,60,54,115
14032266,151454,2019-10-20 09:48:58,2019-10-06 18:06:05,0.0374103564180619,2,1,4,8
14032266,84455,2019-10-20 09:48:58,2016-10-14 22:00:39,3.01710105910705,23,563,1101,1093
14032270,84870,2019-10-20 13:38:05,2016-10-21 14:29:29,2.98757343987823,2,477,565,914
14032270,21733,2019-10-20 13:38:05,2013-09-05 09:18:11,6.12789174277017,33,104,393,309
14032282,84870,2019-10-21 11:38:01,2016-10-21 14:29:29,2.99008472856418,2,477,565,914
14032288,132570,2019-10-21 11:20:05,2018-11-27 08:11:17,0.888030441400304,1,2,0,7
14032288,97307,2019-10-21 11:20:05,2017-05-16 09:02:37,2.42628893962456,4,2,3,16
14032292,16530,2019-10-21 11:44:26,2013-03-26 09:49:50,6.56871118721461,4,267,539,375
14032298,106291,2019-10-21 13:39:44,2017-09-27 15:32:10,2.06690937341451,3,35,27,54
14032298,109646,2019-10-21 13:39:44,2017-11-22 09:09:46,1.9025684297311,14,172,952,424
14032298,36566,2019-10-21 13:39:44,2014-09-03 14:52:13,5.13479360096398,17,9,65,71
14032298,81764,2019-10-21 13:39:44,2016-08-31 14:38:07,3.14166974251649,18,645,2070,1292
14032304,78414,2019-10-21 14:22:06,2016-07-22 15:57:24,3.24844882039574,12,14,35,61
14032304,109646,2019-10-21 14:22:06,2017-11-22 09:09:46,1.90264903602232,14,172,955,424
14032307,276,2019-10-21 16:04:52,2010-07-29 22:55:46,9.23277987062405,2,1255,4712,4062
14032307,126829,2019-10-21 16:04:52,2018-08-16 17:12:11,1.17863904743785,30,19,39,111
14032324,865,2019-10-22 06:17:56,2010-09-21 22:04:41,9.08929461567732,8,802,2342,1220
14032326,25730,2019-10-21 23:07:26,2014-01-13 10:09:10,5.76654921359716,19,7,28,75
14032342,9950,2019-10-22 10:04:40,2012-09-04 08:42:43,7.1364572869102,3,116,109,428
14032342,97672,2019-10-22 10:04:40,2017-05-22 10:13:58,2.41505079908676,13,1,11,42
14032349,105900,2019-10-22 12:16:12,2017-09-20 11:39:43,2.08911050862506,3,218,314,285
14032349,115,2019-10-22 12:16:12,2010-07-22 22:00:13,9.25436830923389,148,2433,10797,108660
14032371,934,2019-10-22 17:27:35,2010-10-01 18:58:03,9.0635265093861,10,1164,2090,2816
14032383,15054,2019-10-22 23:52:06,2013-02-11 05:35:30,6.69386719939117,11,715,6005,1110
14032383,115,2019-10-22 23:52:06,2010-07-22 22:00:13,9.25295259386098,148,2433,10799,108694
14032392,16530,2019-10-23 09:24:26,2013-03-26 09:49:50,6.57392427701674,4,271,547,382
14032406,105900,2019-10-23 12:57:15,2017-09-20 11:39:43,2.09192833587012,3,219,318,287
14032409,104146,2019-10-23 17:52:29,2017-08-21 17:38:53,2.17125875190259,2,178,618,1879
14032419,99589,2019-10-23 16:13:29,2017-06-22 09:53:36,2.33359947361745,27,113,497,2636
14032423,865,2019-10-23 17:30:05,2010-09-21 22:04:41,9.09331316590563,8,804,2345,1222
14032439,24505,2019-10-24 06:27:20,2013-12-01 13:42:14,5.88752872907154,3,69,150,155
14032449,16530,2019-10-24 10:12:48,2013-03-26 09:49:50,6.57675602486048,4,274,552,385
14032449,112271,2019-10-24 10:12:48,2018-01-09 07:28:59,1.78181852486048,22,9,45,94
14032456,115,2019-10-24 16:47:28,2010-07-22 22:00:13,9.25762414383562,148,2433,10809,108806
14032459,25806,2019-10-24 13:50:14,2014-01-15 07:27:57,5.76853554667681,6,1,3,20
14032459,109646,2019-10-24 13:50:14,2017-11-22 09:09:46,1.91080758498224,15,172,969,435
14032461,109646,2019-10-24 13:49:00,2017-11-22 09:09:46,1.91080523845764,15,172,968,435
14032467,276,2019-10-24 14:42:22,2010-07-29 22:55:46,9.24084208523592,2,1256,4722,4065
14032477,34531,2019-10-24 18:32:42,2014-07-14 22:07:58,5.27698769660071,30,635,3030,1184
14032489,133276,2019-10-25 06:51:33,2018-12-08 13:39:08,0.867717687721969,2,163,361,283
14032493,2856,2019-10-25 00:53:21,2011-05-03 01:25:23,8.47665138254693,3,774,1447,2153
14032493,15054,2019-10-25 00:53:21,2013-02-11 05:35:30,6.69946318493151,11,715,6011,1110
14032493,35230,2019-10-25 00:53:21,2014-07-30 18:34:33,5.23702207001522,45,392,377,992
14032497,151118,2019-10-27 23:45:32,2019-09-30 05:09:10,0.0760965880263825,2,1,1,9
14032497,100254,2019-10-27 23:45:32,2017-07-04 05:46:31,2.31301182775241,2,80,94,205
14032501,63384,2019-10-25 08:42:09,2015-12-04 01:39:39,3.88231069254186,1,797,867,2972
14032501,105900,2019-10-25 08:42:09,2017-09-20 11:39:43,2.09692243784881,3,220,324,288
14032505,77806,2019-10-25 07:44:45,2016-07-13 09:03:35,3.28135686199899,42,17,101,161
14032516,138926,2019-10-25 10:57:40,2019-03-18 16:27:46,0.593892503805175,37,1,21,121
14032516,25814,2019-10-25 10:57:40,2014-01-15 10:55:21,5.77055235286656,95,1441,4341,4858
14032518,109646,2019-10-25 11:31:15,2017-11-22 09:09:46,1.91328288305429,15,172,975,436
14032527,109646,2019-10-25 13:05:07,2017-11-22 09:09:46,1.91346147260274,15,172,979,437
14032541,121554,2019-10-28 07:29:36,2018-05-29 14:07:16,1.41088723997971,24,6,17,82
14032541,35764,2019-10-28 07:29:36,2014-08-13 14:42:25,5.20808063800101,36,190,276,362
14032542,81764,2019-10-25 17:23:52,2016-08-31 14:38:07,3.15305507990868,18,651,2097,1306
14032545,35764,2019-11-14 12:17:33,2014-08-13 14:42:25,5.25246410451547,36,194,282,367
14032548,152389,2019-10-25 17:45:46,2019-10-23 18:11:21,0.00543077752409944,2,1,4,9
14032548,27874,2019-10-25 17:45:46,2014-03-10 11:48:03,5.62054360096398,2,403,1797,11446
14032565,79,2019-10-26 08:18:37,2010-07-22 19:56:07,9.26237157534247,32,1879,4337,5106
14032577,104146,2019-10-26 19:34:39,2017-08-21 17:38:53,2.17967231100964,2,179,629,1889
14032583,276,2019-10-27 05:37:01,2010-07-29 22:55:46,9.24802368721461,2,1256,4726,4066
14032595,15054,2019-10-28 01:15:04,2013-02-11 05:35:30,6.70772368087265,11,716,6014,1111
14032599,104146,2019-10-28 15:54:44,2017-08-21 17:38:53,2.18473335235921,2,182,632,1898
14032607,109646,2019-10-28 07:32:31,2017-11-22 09:09:46,1.9210478500761,15,172,984,438
14032614,105553,2019-10-28 10:12:37,2017-09-14 11:39:01,2.12175342465753,9,10,8,42
14032623,109646,2019-10-28 13:42:41,2017-11-22 09:09:46,1.92175212455606,15,173,988,439
14032625,98398,2019-10-28 15:55:07,2017-06-02 18:12:07,2.40110920852359,5,143,593,365
