question_id,total_score,viewcount,answer_number,comment_number,q_edited,a_edited,wiki
327670,1,26,1,1,t,f,f
327671,2,80,1,0,f,f,f
327676,5,176,1,10,t,f,f
327678,0,25,1,0,f,f,f
327679,2,79,1,1,t,f,f
327683,1,105,1,1,f,f,f
327689,5,315,1,0,t,f,f
327698,3,112,1,3,t,f,f
327700,8,45,2,0,t,t,f
327701,0,36,1,6,f,f,f
327702,3,89,1,1,f,f,f
327716,3,58,1,3,f,t,f
327722,1,33,1,3,t,f,f
327725,3,116,1,10,t,f,f
327726,1,83,1,3,f,f,f
327728,3,32,1,0,t,f,f
327729,3,31,1,0,t,f,f
327730,5,28,1,0,f,f,f
327733,4,162,1,4,t,f,f
327742,4,53,1,1,t,t,f
327748,0,188,1,2,t,t,f
327752,2,79,2,2,f,f,f
327756,2,131,1,6,t,t,f
327757,1,79,1,0,t,f,f
327759,8,81,1,2,t,t,f
327769,12,145,2,7,t,f,f
327772,4,103,1,8,t,t,f
327778,2,45,1,7,t,f,f
327779,2,67,2,4,t,f,f
327783,3,49,1,0,t,t,f
327787,5,58,1,0,t,f,f
327788,10,74,1,3,t,f,f
327791,4,175,1,0,t,f,f
327793,2,103,1,9,t,t,f
327794,12,124,1,0,t,f,f
327795,2,165,1,4,t,f,f
327803,2,28,1,0,t,t,f
327806,2,294,1,7,t,f,f
327810,4,28,1,2,f,f,f
327817,2,276,1,5,t,t,f
327824,4,327,1,5,t,f,f
327825,3,111,1,0,t,t,f
327834,1,79,1,7,t,f,f
327836,2,61,1,1,f,f,f
327838,3,27,1,1,f,f,f
327840,0,87,2,7,t,t,f
327842,5,63,1,4,t,t,f
327852,1,46,1,2,t,f,f
327853,3,136,1,3,t,f,f
327856,3,48,1,2,f,f,f
327858,8,119,1,2,t,t,f
327860,2,42,1,1,t,f,f
327861,5,41,1,0,t,f,f
327862,1,123,2,3,t,f,f
327866,3,55,1,4,t,f,f
327872,2,50,1,3,t,f,f
327876,4,38,1,2,t,f,f
327879,3,73,1,0,t,t,f
327881,2,52,1,2,t,t,f
327887,0,28,1,0,f,f,f
327889,8,250,1,3,t,f,f
327890,1,29,1,2,f,f,f
327891,3,25,1,0,t,t,f
327894,3,91,1,3,t,t,f
327897,1,132,1,4,f,f,f
327899,3,52,1,1,t,f,f
327904,4,386,1,3,t,f,f
327905,1,34,1,4,t,t,f
327914,1,52,1,0,t,f,f
327921,4,219,1,3,t,t,f
327922,9,80,1,6,f,f,f
327923,5,81,1,3,f,t,f
327926,5,55,3,0,f,t,f
327929,4,62,2,2,f,t,f
327935,2,127,2,11,t,f,f
327937,-1,55,1,7,t,f,f
327943,2,47,1,6,t,t,f
327945,1,37,1,4,t,t,f
327948,0,50,1,5,t,f,f
327951,-2,30,1,6,f,t,f
327957,1,69,2,2,t,t,f
327958,5,165,1,3,t,t,f
327960,2,153,2,1,t,f,f
327965,10,111,2,4,t,t,f
327967,3,81,1,7,t,f,f
327969,4,40,1,0,t,f,f
327974,8,173,2,10,t,t,f
327980,3,78,1,8,t,f,f
327986,1,75,1,1,t,f,f
327989,4,182,2,0,t,f,f
327997,3,71,1,3,f,f,f
328002,1,62,1,4,t,t,f
328005,0,21,1,0,t,f,f
328010,1,69,1,3,t,t,f
328018,1,88,1,6,t,f,f
328020,5,49,1,1,t,f,f
328024,2,52,1,1,t,f,f
328027,4,67,2,6,f,t,f
328028,3,48,1,0,t,t,f
328038,5,52,2,1,t,f,f
328040,1,43,1,3,t,t,f
328051,5,61,1,1,t,t,f
328052,1,65,1,4,t,f,f
328053,1,39,1,0,t,t,f
328057,4,58,1,4,t,t,f
328058,1,44,1,3,t,f,f
328060,2,64,1,0,t,f,f
328061,6,233,1,1,t,f,f
328073,3,39,2,15,t,t,f
328074,3,42,1,1,t,f,f
328075,2,62,1,2,t,f,f
328077,4,131,1,9,t,f,f
328079,1,26,2,0,t,f,f
328080,2,44,1,2,t,t,f
328081,3,119,1,0,t,f,f
328083,2,145,1,8,f,t,f
328090,7,172,1,8,t,t,f
328093,1,137,1,1,t,f,f
328097,3,22,1,2,t,f,f
328101,2,46,1,2,f,f,f
328103,4,116,1,8,t,t,f
328111,1,87,1,8,t,f,f
328118,0,60,1,0,f,t,f
328122,1,68,1,2,t,f,f
328123,1,67,1,1,t,f,f
328128,5,161,1,6,t,f,f
328131,2,46,1,2,f,t,f
328133,3,47,1,1,t,f,f
328138,2,41,1,4,f,f,f
328140,4,74,1,0,t,f,f
328143,0,52,1,0,t,f,f
328144,1,43,1,1,t,f,f
328150,1,174,1,1,t,f,f
328152,3,75,1,4,t,f,f
328153,3,75,1,2,f,f,f
328163,2,45,1,4,t,f,f
328165,1,50,1,1,f,f,f
328170,0,82,1,0,f,f,f
328171,2,67,1,1,f,t,f
328172,1,71,1,4,t,t,f
328177,2,53,1,5,f,f,f
328180,1,32,1,0,t,t,f
328182,2,64,1,4,t,t,f
328184,0,42,1,0,t,f,f
328185,3,102,1,1,f,f,f
328195,-1,174,2,6,t,f,f
328199,2,132,1,2,t,f,f
328200,7,48,1,3,f,f,f
328201,3,32,1,0,f,f,f
328206,4,30,1,3,t,f,f
328208,6,50,1,1,t,f,f
328209,4,42,2,5,t,t,f
328210,2,80,1,5,f,t,f
328226,2,199,1,0,t,f,f
328227,0,18,1,0,t,f,f
328230,0,17,1,0,f,f,f
328231,5,198,1,4,t,t,f
328235,10,148,1,3,t,f,f
328240,1,40,1,2,t,f,f
328241,1,1217,1,3,f,t,f
328243,2,106,1,1,t,f,f
328244,3,77,1,6,f,f,f
328247,2,86,1,6,t,t,f
328249,0,35,1,0,t,f,f
328250,2,30,1,3,t,t,f
328252,5,60,1,1,t,f,f
328258,3,68,1,6,t,f,f
328259,12,116,1,2,t,f,f
328261,6,144,1,2,t,t,f
328263,-1,57,1,7,t,f,f
328264,2,56,1,6,t,f,f
328265,2,23,1,1,f,f,f
328266,8,51,1,3,t,t,f
328268,5,41,1,2,t,t,f
328281,1,33,1,0,t,t,f
328291,4,60,2,0,t,f,f
328292,2,21,1,1,t,f,f
328296,3,102,1,18,t,t,f
328300,4,26,1,1,f,t,f
328302,23,143,1,4,t,t,f
328311,4,165,1,3,t,t,f
328313,0,59,1,3,t,f,f
328316,1,131,1,3,t,f,f
328324,2,148,2,11,t,t,f
328337,4,41,1,3,f,f,f
328338,3,73,1,5,t,f,f
328346,1,30,1,0,t,f,f
328348,2,58,1,5,t,f,f
328350,1,71,1,11,t,t,f
328351,2,60,1,0,t,t,f
328352,2,71,1,0,t,f,f
328356,8,90,1,0,t,t,f
328358,2,65,1,0,t,f,f
328364,0,157,1,4,t,t,f
328373,5,89,2,6,t,t,f
328376,0,54,1,0,f,f,f
328381,1,28,1,3,t,t,f
328390,1,80,1,1,t,f,f
328394,14,302,2,10,t,t,f
328398,2,83,1,10,t,t,f
328399,2,110,1,1,t,f,f
328402,2,54,1,2,t,f,f
328406,7,129,1,1,t,t,f
328408,4,38,1,1,f,t,f
328409,1,105,1,6,t,t,f
328414,0,46,1,1,t,f,f
328425,4,77,2,9,t,f,f
328427,1,59,1,2,f,f,f
328431,2,46,1,2,t,f,f
328438,1,114,1,8,t,f,f
328440,3,75,1,5,t,f,f
328444,1,36,2,0,t,f,f
328447,3,79,1,1,t,f,f
328449,1,178,1,6,t,f,f
328452,2,54,1,12,t,f,f
328455,2,29,1,0,t,f,f
328466,5,76,2,1,t,t,f
328467,5,72,2,3,t,t,f
328469,0,46,3,0,t,f,f
328473,1,25,1,0,t,f,f
328474,7,140,1,2,t,f,f
328481,8,75,2,4,t,t,f
328486,2,32,2,6,t,f,f
328492,0,20,1,0,t,f,f
328495,1,179,1,4,f,f,f
328500,5,47,1,2,t,t,f
328501,3,32,1,1,t,f,f
328503,9,181,3,3,t,t,f
328506,4,68,1,0,t,f,f
328509,4,107,1,10,t,t,f
328523,0,27,1,5,t,f,f
328524,0,49,1,3,f,f,f
328525,4,213,1,0,t,t,f
328526,5,52,1,5,t,f,f
328527,2,70,1,3,t,f,f
328529,0,24,1,1,t,f,f
328535,1,121,1,0,t,f,f
328538,12,66,1,0,t,t,f
328539,0,55,1,4,f,f,f
328547,2,51,1,3,f,f,f
328549,3,31,1,1,t,f,f
328551,1,24,1,2,t,f,f
328552,4,55,1,4,t,t,f
328553,1,129,1,3,t,f,f
328559,1,35,1,3,t,f,f
328566,5,183,1,14,t,f,f
328567,2,49,1,1,t,f,f
328568,0,34,1,2,t,f,f
328574,12,106,1,1,f,f,f
328577,0,34,1,5,f,f,f
328580,11,93,4,2,t,t,f
328582,4,48,1,4,f,t,f
328583,1,99,1,2,t,f,f
328586,1,23,1,1,t,t,f
328592,5,82,1,2,t,t,f
328600,4,130,2,22,t,t,f
328606,7,235,1,3,t,f,f
328607,1,24,2,1,f,t,f
328618,3,65,2,2,t,t,f
328619,2,37,1,0,t,f,f
328625,6,58,2,2,t,f,f
328641,1,273,1,3,t,t,f
328643,2,91,1,3,t,f,f
328646,5,90,1,2,t,f,f
328648,1,34,1,4,t,f,f
328661,2,65,1,0,t,f,f
328665,2,102,1,5,f,t,f
328666,6,63,1,1,t,f,f
328670,-1,47,3,0,t,t,f
328672,3,56,1,0,t,f,f
328673,4,42,1,1,f,t,f
328675,2,32,1,0,t,f,f
328681,4,54,1,2,t,f,f
328689,10,57,1,2,f,f,f
328693,1,118,1,1,f,f,f
328694,3,45,1,1,t,f,f
328695,2,46,1,7,t,t,f
328698,2,22,1,0,t,f,f
328699,2,19,1,0,t,t,f
328703,0,113,1,0,f,f,f
328708,5,109,1,3,t,t,f
328709,1,191,1,7,t,f,f
328714,5,83,1,4,t,f,f
328716,-2,85,1,1,t,f,f
328725,1,88,1,2,t,f,f
328730,1,30,1,0,t,f,f
328736,3,38,1,6,t,t,f
328737,2,54,1,6,t,t,f
328749,0,32,1,0,f,f,f
328763,1,45,1,0,t,f,f
328765,1,28,1,0,t,f,f
328766,7,71,1,8,t,t,f
328768,4,111,1,2,t,t,f
328770,0,191,1,2,t,f,f
328773,1,82,2,6,f,f,f
328775,2,97,1,7,t,t,f
328782,2,89,1,0,t,f,f
328785,1,40,1,1,f,f,f
328786,3,31,2,3,f,t,f
328787,9,149,1,5,t,t,f
328788,5,57,2,7,t,t,f
328793,5,190,1,6,t,f,f
328796,7,63,2,5,t,t,f
328802,2,71,1,5,t,f,f
328814,2,57,1,0,t,t,f
328815,3,49,1,1,t,f,f
328816,4,58,1,0,t,f,f
328817,3,63,1,1,t,t,f
328818,3,86,1,3,t,f,f
328819,1,48,2,5,t,f,f
328825,2,129,1,2,f,f,f
328826,0,39,1,1,t,f,f
328831,11,157,1,6,t,t,f
328841,3,64,1,1,t,f,f
328846,1,91,1,4,t,f,f
328849,3,88,1,3,t,f,f
328850,2,34,1,8,t,t,f
328852,14,125,1,2,t,t,f
328867,3,63,1,1,t,f,f
328868,0,183,1,1,t,f,f
328869,1,102,1,5,f,t,f
328870,3,55,1,2,t,f,f
328880,3,69,2,15,t,t,f
328884,4,115,2,6,t,t,f
328893,1,89,1,2,f,f,f
328899,0,17,1,0,f,f,f
328901,0,70,2,3,t,f,f
328907,0,49,2,1,t,f,f
328908,1,67,1,3,t,t,f
328913,1,37,1,0,t,f,f
328915,0,25,1,0,t,f,f
328917,7,174,1,0,t,t,f
328920,3,41,1,0,f,f,f
328925,1,28,1,5,t,f,f
328926,5,79,1,11,t,t,f
328927,0,43,2,4,t,f,f
328928,6,57,2,2,t,f,f
328930,3,107,1,0,t,t,f
328933,5,49,1,1,t,f,f
328940,4,44,2,1,t,t,f
328949,3,48,1,6,t,t,f
328952,1,184,1,4,t,f,f
328954,1,84,1,2,t,f,f
328955,3,417,1,0,t,f,f
328959,1,23,1,1,t,f,f
328960,3,24,1,0,t,t,f
328963,3,33,1,4,t,t,f
328964,1,47,1,3,t,t,f
328971,3,124,1,0,t,f,f
328978,2,59,2,6,t,t,f
328980,-1,28,2,3,t,t,f
328982,3,31,1,0,f,f,f
328983,0,60,1,4,f,f,f
328987,5,64,1,2,t,f,f
328992,1,55,1,1,f,f,f
328993,2,51,1,2,t,f,f
328995,4,53,1,3,t,f,f
328996,1,58,1,0,f,f,f
329004,9,180,2,9,t,t,f
329005,1,42,1,3,f,f,f
329006,3,23,2,10,t,t,f
329015,1,42,1,0,t,f,f
329018,0,45,1,5,t,f,f
329027,2,21,1,2,f,f,f
329028,0,19,1,4,t,f,f
329033,0,37,1,1,t,t,f
329034,1,38,1,9,f,t,f
329037,12,208,2,14,t,t,f
329045,3,87,2,2,t,t,f
329050,2,49,1,4,f,f,f
329055,9,87,2,4,t,f,f
329057,3,52,1,3,t,f,f
329061,2,35,1,1,t,f,f
329070,6,86,4,5,t,t,f
329071,3,33,1,4,t,t,f
329075,0,49,1,3,t,t,f
329076,1,42,1,5,f,t,f
329080,2,320,2,4,t,t,f
329082,2,42,1,2,f,f,f
329086,2,90,1,1,t,t,f
329090,0,60,1,0,t,t,f
329094,0,33,1,3,t,f,f
329096,5,106,2,0,t,t,f
329100,2,83,1,0,t,t,f
329103,6,37,1,6,t,f,f
329105,2,29,1,0,t,t,f
329107,1,36,1,1,t,f,f
329108,2,35,1,6,t,f,f
329110,1,264,1,0,t,t,f
329118,0,103,1,5,t,f,f
329120,1,22,1,1,t,t,f
329123,11,191,1,4,t,t,f
329127,4,48,1,1,t,t,f
329130,6,62,2,2,t,t,f
329131,1,57,2,3,t,t,f
329132,2,68,1,10,t,t,f
329135,7,180,2,6,t,t,f
329139,1,58,1,6,t,f,f
329150,2,45,1,0,t,t,f
329155,1,43,1,0,t,f,f
329160,1,34,1,3,t,f,f
329161,6,49,1,0,t,f,f
329166,4,89,2,7,t,f,f
329191,2,53,2,13,t,t,f
329192,4,78,1,3,t,f,f
329199,3,108,1,13,t,t,f
329210,0,34,1,7,t,f,f
329213,1,136,1,6,t,f,f
329215,4,46,2,3,f,f,f
329218,1,115,1,3,t,f,f
329224,8,122,2,6,f,t,f
329232,6,68,3,11,t,f,f
329242,2,40,1,7,f,f,f
329243,1,59,2,5,t,t,f
329247,2,78,2,4,t,f,f
329249,3,75,3,10,t,f,f
329253,4,85,1,3,t,t,f
329256,1,33,1,7,t,f,f
329257,1,23,1,3,t,f,f
329260,2,30,2,1,t,t,f
329261,2,38,1,9,t,t,f
329274,2,29,1,3,t,f,f
329276,0,57,1,2,t,f,f
329281,1,41,1,1,t,t,f
329282,2,34,1,6,t,f,f
329290,1,54,1,3,f,f,f
329294,5,55,1,5,t,f,f
329295,2,29,1,0,f,f,f
329301,1,48,1,0,t,t,f
329304,3,144,1,4,t,f,f
329308,0,86,2,5,t,t,f
329311,11,113,2,2,f,t,f
329313,2,219,1,8,t,t,f
329315,1,64,1,0,t,f,f
329316,5,91,1,0,t,f,f
329323,5,151,2,6,t,f,f
329330,3,186,2,10,t,t,f
329343,1,41,1,0,t,f,f
329347,9,83,3,7,t,t,f
329349,2,186,1,2,f,f,f
329369,5,66,1,0,t,f,f
329372,3,80,1,0,t,f,f
329375,1,62,2,1,t,f,f
329384,5,58,2,1,t,t,f
329395,2,45,1,5,t,f,f
329396,2,26,1,1,f,f,f
329397,2,52,1,0,t,f,f
329399,4,52,1,1,f,t,f
329401,2,71,1,2,f,f,f
329409,1,335,1,3,t,t,f
329412,2,45,1,0,t,f,f
329413,8,79,2,4,t,t,f
329418,2,58,1,2,f,f,f
329420,1,57,1,0,t,f,f
329422,2,75,1,4,f,t,f
329424,1,231,1,13,t,t,f
329427,3,105,2,1,t,f,f
329428,1,28,1,1,t,t,f
329432,0,23,1,2,t,f,f
329433,2,50,1,1,t,f,f
329434,7,395,1,1,t,t,f
329443,1,47,1,4,t,f,f
329448,3,196,1,2,t,t,f
329451,2,37,1,1,t,f,f
329452,2,66,1,6,t,f,f
329453,5,166,1,3,t,f,f
329458,4,35,1,4,t,f,f
329463,1,47,1,0,f,f,f
329465,2,51,1,3,t,t,f
329466,3,76,1,1,t,f,f
329468,2,564,2,0,t,f,f
329475,0,38,1,0,t,f,f
329483,4,49,1,2,t,f,f
329485,-1,162,2,0,t,f,f
329490,5,23,1,1,t,f,f
329491,3,83,1,11,t,t,f
329493,0,13,1,0,t,f,f
329495,2,55,1,5,t,t,f
329499,2,206,2,21,t,f,f
329503,3,157,1,2,t,t,f
329506,2,77,1,13,t,f,f
329508,2,54,1,2,t,f,f
329510,0,87,1,2,t,f,f
329511,1,59,1,4,t,t,f
329516,5,165,1,0,f,f,f
329518,1,90,1,0,t,f,f
329519,0,30,1,2,t,t,f
329523,4,41,1,3,t,t,f
329525,3,50,1,4,t,f,f
329534,1,38,3,0,t,f,f
329536,4,57,1,2,t,t,f
329540,2,25,1,2,t,f,f
329544,6,86,1,3,t,f,f
329547,2,72,1,10,t,t,f
329548,9,79,2,1,t,t,f
329556,3,55,1,0,t,f,f
329558,2,107,1,1,t,f,f
329561,4,43,1,3,t,f,f
329573,4,44,1,7,t,t,f
329574,6,36,1,0,t,f,f
329577,2,35,1,1,f,f,f
329578,4,370,2,5,f,t,f
329579,2,30,2,0,t,t,f
329580,2,35,1,3,t,f,f
329582,1,41,1,1,t,f,f
329586,7,108,2,5,t,t,f
329595,2,51,1,2,t,t,f
329598,3,52,1,0,f,f,f
329602,1,47,1,4,t,t,f
329608,3,53,1,0,f,f,f
329610,13,124,2,6,t,t,f
329611,6,113,2,0,t,f,f
329614,0,23,1,0,f,f,f
329621,11,84,2,9,t,t,f
329622,0,105,1,0,t,f,f
329627,2,27,1,3,t,t,f
329628,1,48,1,2,f,f,f
329637,3,94,2,9,f,t,f
329638,2,49,1,1,f,f,f
329648,4,41,1,0,t,f,f
329649,4,106,1,6,t,t,f
329652,8,87,2,4,t,t,f
329654,5,45,1,2,t,t,f
329658,2,144,1,2,f,f,f
329659,6,96,1,5,t,f,f
329660,0,51,1,0,t,f,f
329664,11,162,2,16,t,t,f
329669,2,95,1,1,t,f,f
329674,3,70,1,3,t,f,f
329684,6,142,1,6,t,f,f
329690,2,64,2,0,t,f,f
329693,-1,24,1,1,t,f,f
329706,2,46,1,4,t,t,f
329707,1,25,1,2,t,f,f
329708,3,61,1,4,t,f,f
329712,3,75,1,0,t,t,f
329714,3,66,1,2,t,f,f
329715,4,131,2,6,t,t,f
329716,3,78,1,3,t,f,f
329719,0,21,1,0,t,f,f
329722,4,59,1,6,t,t,f
329724,2,40,1,5,t,f,f
329728,3,51,1,0,t,t,f
329732,1,84,2,6,t,t,f
329733,1,68,1,1,t,f,f
329735,2,32,1,3,t,f,f
329736,1,40,1,1,t,f,f
329737,3,148,2,3,t,t,f
329739,0,46,1,1,f,f,f
329740,2,42,1,5,t,f,f
329748,1,171,2,11,t,t,f
329750,3,86,2,6,t,f,f
329752,2,49,1,0,t,f,f
329757,11,388,2,0,t,f,f
329766,4,63,2,6,t,f,f
329768,3,31,1,1,f,t,f
329771,12,128,2,3,t,f,f
329772,-1,49,1,1,f,f,f
329777,2,44,1,0,t,f,f
329778,1,30,1,1,t,f,f
329783,6,121,2,11,t,f,f
329793,1,141,1,0,t,t,f
329797,2,33,1,5,t,f,f
329801,0,42,1,1,t,f,f
329803,4,19,1,0,t,f,f
329807,5,76,2,2,t,t,f
329810,5,46,1,2,t,t,f
329811,2,53,1,3,t,f,f
329816,2,42,1,4,t,t,f
329817,2,234,1,1,t,f,f
329819,0,85,1,3,t,t,f
329820,0,121,2,6,t,f,f
329821,3,35,1,4,t,t,f
329826,3,52,2,0,t,t,f
329832,0,25,1,4,t,f,f
329834,0,30,1,0,t,f,f
329835,0,68,1,0,t,f,f
329838,6,38,1,6,t,f,f
329843,1,37,1,4,t,f,f
329844,9,166,3,9,t,t,f
329851,2,32,1,0,t,t,f
329856,1,35,1,0,f,f,f
329857,1,50,1,5,t,f,f
329860,1,28,1,4,t,t,f
329862,5,449,2,7,t,t,f
329864,4,37,1,2,t,t,f
329868,3,110,1,3,t,t,f
329879,0,18,1,0,f,f,f
329881,2,53,1,5,t,f,f
329882,0,76,1,1,t,f,f
329883,4,52,1,8,t,t,f
329884,4,81,1,9,t,t,f
329885,5,87,1,1,t,f,f
329886,2,40,1,3,f,f,f
329890,2,165,1,2,t,f,f
329893,2,33,1,7,t,f,f
329899,2,73,1,1,f,f,f
329901,1,101,2,0,t,f,f
329903,11,75,2,2,t,t,f
329909,1,25,1,4,t,f,f
329915,6,169,3,10,t,t,f
329917,1,124,1,8,t,f,f
329919,2,60,1,10,t,f,f
329921,1,43,1,3,t,f,f
329923,1,65,1,1,t,f,f
329924,3,49,1,1,t,f,f
329925,4,279,1,5,t,t,f
329944,6,93,2,2,t,t,f
329945,6,294,1,6,t,t,f
329953,0,44,1,0,f,f,f
329957,2,55,1,8,t,f,f
329977,2,102,1,3,t,t,f
329985,1,28,1,5,t,f,f
329986,2,56,1,4,t,f,f
329987,5,5893,2,1,t,f,f
329992,4,40,1,0,t,f,f
329993,2,44,1,2,t,f,f
329995,2,48,1,2,t,f,f
329998,1,29,1,3,t,f,f
329999,2,122,2,1,t,f,f
330002,2,26,1,2,t,t,f
330007,1,26,1,2,t,f,f
330008,8,304,1,0,t,t,f
330011,1,101,3,4,t,t,f
330014,4,78,1,5,t,t,f
330019,3,38,2,1,f,t,f
330022,1,163,2,3,t,f,f
330024,6,54,1,0,f,t,f
330028,3,41,2,5,t,t,f
330030,3,34,1,3,t,t,f
330032,0,19,1,8,t,f,f
330035,2,22,1,2,t,f,f
330038,2,72,1,2,t,f,f
330044,12,58,4,1,t,f,f
330048,1,63,1,4,t,f,f
330049,1,57,1,0,t,f,f
330051,6,304,1,11,t,t,f
330052,-1,44,1,3,t,t,f
330055,0,21,1,2,f,f,f
330063,2,77,2,5,t,t,f
330067,2,32,1,2,t,f,f
330069,2,31,1,0,f,f,f
330072,6,40,1,2,f,f,f
330076,2,63,1,0,t,t,f
330080,1,55,1,4,t,f,f
330082,1,49,1,5,t,f,f
330083,6,92,1,1,t,t,f
330100,1,83,1,2,t,f,f
330107,2,72,1,0,t,t,f
330110,2,34,1,6,t,t,f
330113,1,72,1,2,t,f,f
330119,4,58,1,5,t,f,f
330120,3,41,1,4,f,t,f
330121,2,52,1,0,f,f,f
330127,2,60,1,3,t,f,f
330128,2,32,1,0,t,f,f
330129,2,59,1,0,t,t,f
330131,5,49,1,2,t,t,f
330132,1,24,1,0,t,f,f
330134,7,68,3,2,t,t,f
330136,1,32,1,2,t,f,f
330143,3,33,1,3,t,f,f
330147,1,72,1,2,t,t,f
330149,3,41,1,0,f,f,f
330151,3,75,3,3,t,t,f
330160,4,87,1,0,f,t,f
330161,3,58,1,4,t,f,f
330169,1,45,1,9,t,t,f
330170,0,18,1,0,t,f,f
330173,8,425,3,2,t,f,f
330180,2,73,1,8,t,f,f
330183,2,51,1,1,t,f,f
330184,2,119,1,3,t,f,f
330185,0,25,1,0,t,f,f
330192,1,70,1,0,t,f,f
330200,1,99,1,1,f,f,f
330206,1,51,1,0,t,f,f
330215,3,60,3,4,f,t,f
330219,4,63,2,1,t,f,f
330221,1,36,1,2,t,f,f
330222,6,49,1,2,t,t,f
330223,0,68,1,2,t,t,f
330225,1,71,1,8,t,t,f
330226,4,52,1,4,t,f,f
330230,3,42,1,1,t,t,f
330236,6,47,1,0,t,f,f
330237,1,85,1,7,t,t,f
330244,3,36,1,1,t,f,f
330248,0,69,1,5,t,t,f
330249,2,84,2,6,t,t,f
330255,12,283,2,3,t,t,f
330262,0,23,1,4,t,t,f
330269,7,106,1,3,t,t,f
330277,4,62,1,1,t,f,f
330287,3,44,1,7,t,t,f
330288,2,54,1,11,t,t,f
330303,1,50,2,3,t,t,f
330305,2,76,1,0,t,t,f
330309,1,56,1,2,f,f,f
330317,0,63,2,5,t,t,f
330319,3,46,1,0,t,f,f
330327,0,46,1,1,f,f,f
330331,0,69,2,0,t,f,f
330334,8,108,1,1,t,f,f
330338,2,32,1,0,t,f,f
330342,3,69,1,10,f,f,f
330345,6,102,3,1,t,t,f
330347,2,59,1,6,t,f,f
330350,3,66,1,2,t,f,f
330361,3,78,2,0,t,t,f
330362,5,92,1,5,t,t,f
330364,1,130,1,1,t,f,f
330369,2,90,1,5,t,f,f
330370,3,57,2,0,t,f,f
330371,3,54,1,5,t,t,f
330373,0,30,1,3,t,f,f
330376,2,54,1,0,t,f,f
330380,1,46,1,5,f,f,f
330383,10,158,1,6,t,t,f
330387,4,44,2,2,t,f,f
330390,0,75,1,7,t,f,f
330392,2,62,1,4,t,f,f
330398,3,33,1,3,t,t,f
330402,3,31,1,0,f,f,f
330409,1,65,1,2,f,f,f
330410,0,40,1,3,t,f,f
330414,3,42,1,2,t,f,f
330415,4,46,1,0,t,t,f
330418,1,335,1,0,f,f,f
330422,4,40,1,2,t,f,f
330425,2,34,1,3,f,f,f
330431,16,191,1,1,t,f,f
330435,2,50,1,2,f,f,f
330439,3,109,1,7,t,f,f
330441,2,24,1,5,f,f,f
330442,3,36,1,2,t,f,f
330443,1,77,1,6,t,f,f
330445,2,89,1,7,t,f,f
330449,1,26,1,0,t,f,f
330453,3,85,1,0,t,f,f
330454,3,247,2,2,t,t,f
330455,1,46,1,3,f,f,f
330466,3,146,3,8,t,t,f
330473,6,43,1,2,f,f,f
330474,3,46,1,2,f,f,f
330476,5,53,2,9,t,f,f
330477,7,222,3,4,t,t,f
330483,3,60,1,6,t,t,f
330502,1,113,1,5,t,t,f
330503,5,63,2,14,t,t,f
330510,5,65,1,5,t,f,f
330511,1,75,1,4,t,f,f
330512,1,53,1,5,t,f,f
330518,1,58,1,9,t,f,f
330521,5,47,2,1,f,f,f
330528,3,79,1,3,t,f,f
330530,6,140,1,9,t,t,f
330532,5,124,1,0,t,f,f
330538,4,61,2,0,t,t,f
330546,2,85,1,0,t,f,f
330548,2,48,1,0,t,t,f
330551,2,23,1,0,t,f,f
330554,2,34,1,0,t,f,f
330555,2,56,1,0,t,t,f
330557,3,35,1,5,t,f,f
330559,3,102,3,3,t,t,f
330560,3,41,2,2,t,f,f
330567,2,48,1,1,f,t,f
330569,3,61,3,1,t,t,f
330576,7,119,2,5,t,t,f
330580,3,44,2,0,f,f,f
330595,4,201,1,2,t,f,f
330602,2,55,1,5,t,t,f
330605,1,55,1,18,t,t,f
330608,0,337,1,2,t,f,f
330612,1,49,1,3,t,f,f
330615,1,85,1,4,t,t,f
330625,2,39,1,5,t,t,f
330626,6,71,2,7,t,t,f
330636,3,67,1,8,t,f,f
330642,1,36,1,4,t,t,f
330651,3,34,1,6,t,f,f
330652,0,12,1,0,t,f,f
330654,3,41,1,6,t,f,f
330657,3,41,1,2,t,f,f
330659,3,50,1,2,t,f,f
330662,5,75,2,7,t,f,f
330663,3,214,2,1,t,t,f
330664,1,29,1,0,t,t,f
330665,1,44,1,6,t,f,f
330670,0,415,1,1,t,f,f
330672,2,39,1,0,t,t,f
330674,1,13,1,3,t,t,f
330675,0,65,2,7,f,f,f
330676,1,22,1,3,t,f,f
330680,0,20,1,0,t,t,f
330690,0,82,1,1,f,f,f
330694,4,103,1,2,t,t,f
330698,0,99,1,4,t,t,f
330699,1,174,1,5,f,f,f
330700,3,52,1,2,t,t,f
330701,1,32,1,1,t,f,f
330703,4,96,2,0,t,f,f
330704,9,51,1,0,t,t,f
330709,3,45,1,4,t,f,f
330713,4,152,1,1,t,f,f
330720,1,92,1,5,t,f,f
330724,3,74,1,3,t,f,f
330725,9,136,1,6,t,f,f
330726,2,32,1,0,t,f,f
330729,2,121,1,2,t,f,f
330733,5,98,2,6,t,t,f
330738,4,40,1,2,t,f,f
330740,4,43,1,2,f,f,f
330746,4,94,2,1,t,t,f
330751,3,111,1,7,t,f,f
330755,15,200,3,5,t,t,f
330757,2,35,1,0,t,f,f
330760,6,87,1,2,t,t,f
330763,2,49,1,2,f,f,f
